Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
31-Jul-23,Monday,July,Q3,2023,EQ,2477,2518,2467,2463.2,2490.05,2492.2,2490.25,4190,1017.45,3359974,95349
28-Jul-23,Friday,July,Q3,2023,EQ,2437,2481.65,2431.1,2428.4,2459,2463.2,2461.29,4190,1017.45,2339800,83380
27-Jul-23,Thursday,July,Q3,2023,EQ,2470.75,2485,2415,2470.75,2433.6,2428.4,2445.56,4190,1017.45,2243944,79442
26-Jul-23,Wednesday,July,Q3,2023,EQ,2472.45,2506,2446,2466.65,2468,2470.75,2479.6,4190,1017.45,4021773,123641
25-Jul-23,Tuesday,July,Q3,2023,EQ,2428,2479,2416,2418.2,2465.1,2466.65,2446.15,4190,1017.45,3017555,93641
24-Jul-23,Monday,July,Q3,2023,EQ,2430,2439.4,2412.05,2416.3,2416,2418.2,2424.7,4190,1017.45,1113193,44300
21-Jul-23,Friday,July,Q3,2023,EQ,2410,2457.85,2395.3,2419.75,2420,2416.3,2432.97,4190,1017.45,2280563,86825
20-Jul-23,Thursday,July,Q3,2023,EQ,2428.95,2433.9,2400,2423.75,2419.95,2419.75,2419.72,4190,1017.45,1564275,69720
19-Jul-23,Wednesday,July,Q3,2023,EQ,2428.65,2443,2416.9,2416.9,2423.9,2423.75,2428.08,4190,1017.45,1637260,66734
18-Jul-23,Tuesday,July,Q3,2023,EQ,2415,2510,2405.2,2408.55,2416,2416.9,2446.49,4190,1017.45,5978272,218769
17-Jul-23,Monday,July,Q3,2023,EQ,2399.9,2459.5,2391.3,2376.1,2410,2408.55,2425.15,4190,1017.45,3090373,126827
14-Jul-23,Friday,July,Q3,2023,EQ,2375,2385,2340,2362.05,2382,2376.1,2363.27,4190,1017.45,1353535,59601
13-Jul-23,Thursday,July,Q3,2023,EQ,2397,2405.7,2355.55,2387.9,2363,2362.05,2381.02,4190,1017.45,1247741,54521
12-Jul-23,Wednesday,July,Q3,2023,EQ,2429.9,2432,2380.45,2422.9,2390,2387.9,2400.74,4190,1017.45,1445282,62902
11-Jul-23,Tuesday,July,Q3,2023,EQ,2423.75,2444.95,2388,2410.25,2418,2422.9,2423.62,4190,1017.45,2247776,89046
10-Jul-23,Monday,July,Q3,2023,EQ,2392.8,2462.7,2355,2379.6,2411.8,2410.25,2411.32,4190,1017.45,3771285,133840
07-Jul-23,Friday,July,Q3,2023,EQ,2395,2409.95,2368.1,2402.9,2380,2379.6,2386.37,4190,1017.45,1823645,63030
06-Jul-23,Thursday,July,Q3,2023,EQ,2399.15,2427.6,2390,2399.15,2397.05,2402.9,2406.35,4190,1017.45,2476366,72164
05-Jul-23,Wednesday,July,Q3,2023,EQ,2391,2412.05,2374,2387.7,2401,2399.15,2395.05,4190,1017.45,2198481,64720
04-Jul-23,Tuesday,July,Q3,2023,EQ,2397,2414,2373.05,2385.5,2388,2387.7,2395.02,4190,1017.45,2308684,79061
03-Jul-23,Monday,July,Q3,2023,EQ,2405,2417.85,2373.2,2388.05,2384.75,2385.5,2392.89,4190,1017.45,2662358,89985
30-Jun-23,Friday,June,Q2,2023,EQ,2437.95,2437.95,2350,2402,2390,2388.05,2390.92,4190,1017.45,5125497,175623
28-Jun-23,Wednesday,June,Q2,2023,EQ,2300,2418.6,2293.85,2284.45,2413,2402,2330.9,4190,1017.45,28353193,319100
27-Jun-23,Tuesday,June,Q2,2023,EQ,2328.95,2343.85,2271,2295.6,2283.9,2284.45,2305.44,4190,1017.45,3361053,119408
26-Jun-23,Monday,June,Q2,2023,EQ,2210.05,2336.45,2173.05,2233.55,2301.9,2295.6,2283.14,4190,1017.45,7847341,282882
23-Jun-23,Friday,June,Q2,2023,EQ,2392.3,2392.3,2163.3,2397.25,2229,2233.55,2245.65,4190,1017.45,15213238,538949
22-Jun-23,Thursday,June,Q2,2023,EQ,2425.1,2449.95,2360,2405.95,2393,2397.25,2404.13,4190,1017.45,8459191,126915
21-Jun-23,Wednesday,June,Q2,2023,EQ,2426.7,2440,2393.1,2414.8,2425,2405.95,2403.11,4190,1017.45,7418013,97423
20-Jun-23,Tuesday,June,Q2,2023,EQ,2435,2435,2390,2401.4,2419,2414.8,2413.71,4190,1017.45,2479711,94144
19-Jun-23,Monday,June,Q2,2023,EQ,2504,2521.6,2350,2509.6,2411.45,2401.4,2414.19,4190,1017.45,11475674,240481
16-Jun-23,Friday,June,Q2,2023,EQ,2499.2,2526.9,2487.4,2485.65,2504.9,2509.6,2509.05,4190,1017.45,7999982,119702
15-Jun-23,Thursday,June,Q2,2023,EQ,2469,2527,2462.9,2457.15,2488,2485.65,2497.56,4190,1017.45,3744029,128109
14-Jun-23,Wednesday,June,Q2,2023,EQ,2469.9,2484.8,2452.35,2462.55,2457,2457.15,2466.03,4190,1017.45,1364403,52469
13-Jun-23,Tuesday,June,Q2,2023,EQ,2499,2505,2442.2,2484.8,2464.05,2462.55,2477.69,4190,1017.45,2210990,84140
12-Jun-23,Monday,June,Q2,2023,EQ,2460,2505,2432.6,2451.15,2492.4,2484.8,2475.91,4190,1017.45,2804898,109217
09-Jun-23,Friday,June,Q2,2023,EQ,2447.95,2458.9,2428,2429.15,2454,2451.15,2446.22,4190,1017.45,1948506,70948
08-Jun-23,Thursday,June,Q2,2023,EQ,2450,2475.9,2369.05,2439.55,2436.2,2429.15,2432.48,4190,1017.45,3781621,143560
07-Jun-23,Wednesday,June,Q2,2023,EQ,2453,2466.95,2435,2433.65,2440.5,2439.55,2449.14,4190,1017.45,2522516,85030
06-Jun-23,Tuesday,June,Q2,2023,EQ,2475,2506.95,2425.9,2433.95,2430.05,2433.65,2446.03,4190,1017.45,6473608,142108
05-Jun-23,Monday,June,Q2,2023,EQ,2463.2,2514,2428,2445.05,2440,2433.95,2465.5,4190,1017.45,2956768,124934
02-Jun-23,Friday,June,Q2,2023,EQ,2535,2538.9,2425,2492.15,2440,2445.05,2459.27,4190,1017.45,5543791,141696
01-Jun-23,Thursday,June,Q2,2023,EQ,2499.9,2560,2485.3,2493.35,2496,2492.15,2507.49,4190,1017.45,1704946,72211
31-May-23,Wednesday,May,Q2,2023,EQ,2482,2573,2428,2496.45,2494,2493.35,2506.49,4190,1017.45,4268439,181970
30-May-23,Tuesday,May,Q2,2023,EQ,2529.3,2554.15,2475.15,2534.05,2497,2496.45,2522.15,4190,1017.45,1736953,80071
29-May-23,Monday,May,Q2,2023,EQ,2570,2583.5,2523,2544.35,2533,2534.05,2549.41,4190,1017.45,2779432,113984
26-May-23,Friday,May,Q2,2023,EQ,2565,2599.95,2535.15,2537.45,2540,2544.35,2559.29,4190,1017.45,3963515,170861
25-May-23,Thursday,May,Q2,2023,EQ,2440,2558.8,2386.65,2475.6,2548,2537.45,2470.91,4190,1017.45,8434009,345309
24-May-23,Wednesday,May,Q2,2023,EQ,2709,2750,2425.35,2633.7,2475,2475.6,2554.26,4190,1017.45,23465761,834165
23-May-23,Tuesday,May,Q2,2023,EQ,2410.9,2759.45,2400,2326.1,2639.95,2633.7,2636.02,4190,1017.45,28432888,873248
22-May-23,Monday,May,Q2,2023,EQ,2010,2347,1983.4,1956.05,2338.55,2326.1,2212.95,4190,1017.45,26311368,779253
19-May-23,Friday,May,Q2,2023,EQ,1888,1983,1872.1,1890,1955,1956.05,1933.65,4190,1017.45,7541150,249199
18-May-23,Thursday,May,Q2,2023,EQ,1910.05,1924,1877.2,1899.5,1883,1890,1900.73,4190,1017.45,2437396,73391
17-May-23,Wednesday,May,Q2,2023,EQ,1900,1919.95,1857.75,1889.15,1897.05,1899.5,1889.86,4190,1017.45,3632797,121068
16-May-23,Tuesday,May,Q2,2023,EQ,1927,1935,1881,1916.05,1898,1889.15,1907.38,4190,1017.45,3058799,93909
15-May-23,Monday,May,Q2,2023,EQ,1959.9,1964.7,1880,1964.7,1910,1916.05,1910.98,4190,1017.45,4836782,166552
12-May-23,Friday,May,Q2,2023,EQ,2009,2010,1946.55,1984.65,1965,1964.7,1972.68,4190,1017.45,3816201,124303
11-May-23,Thursday,May,Q2,2023,EQ,1925,2013.75,1910,1892.15,1988,1984.65,1973.81,4190,1017.45,8835941,291184
10-May-23,Wednesday,May,Q2,2023,EQ,1899,1914.9,1883.95,1896.1,1891,1892.15,1900.91,4190,1017.45,1970906,71745
